year,month,day,hour,season,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,PM
2013,1,4,7,4,-24,64.46,1034,-19,SE,8,0,0,300.0 
2013,1,4,8,4,-23,64.72,1033,-18,SE,11,0,0,340.0 
2013,1,4,9,4,-22,59.74,1033,-16,SE,15,0,0,330.0 
2013,1,4,10,4,-20,55.57,1032,-13,SE,18,0,0,374.5 
2013,1,4,11,4,-19,51.56,1031,-11,SE,21,0,0,304.5 
2013,1,4,12,4,-17,48.25,1029,-8,SE,23,0,0,176.0 
2013,1,4,13,4,-17,44.65,1028,-7,SW,3,0,0,79.5 
2013,1,4,14,4,-18,37.99,1028,-6,SW,6,0,0,51.0 
2013,1,4,15,4,-18,37.99,1027,-6,SW,8,0,0,56.5 
2013,1,4,16,4,-17,44.65,1026,-7,SW,10,0,0,72.0 
2013,1,4,17,4,-14,61.92,1026,-8,SW,13,0,0,109.5 
2013,1,4,18,4,-14,66.95,1026,-9,SE,2,0,0,122.5 
2013,1,4,19,4,-15,66.71,1025,-10,SE,4,0,0,96.0 
2013,1,4,20,4,-17,61.12,1025,-11,SE,6,0,0,73.0 
2013,1,4,21,4,-18,56.16,1025,-11,SE,9,0,0,60.0 
2013,1,4,22,4,-17,56.45,1025,-10,SE,12,0,0,54.5 
2013,1,4,23,4,-17,61.12,1025,-11,SE,15,0,0,55.0 
2013,1,5,0,4,-17,61.12,1024,-11,SE,18,0,0,57.0 
2013,1,5,1,4,-17,61.12,1024,-11,SE,21,0,0,60.5 
2013,1,5,2,4,-16,66.47,1024,-11,SE,24,0,0,70.5 
2013,1,5,3,4,-18,65.98,1024,-13,SE,25,0,0,83.0 
2013,1,5,4,4,-20,71.16,1024,-16,cv,1,0,0,111.5 
2013,1,5,5,4,-21,77.21,1024,-18,cv,2,0,0,142.5 
2013,1,5,8,4,-20,84.23,1026,-18,SW,2,0,0,74.0 
2013,1,5,10,4,-16,72.02,1028,-12,SW,5,0,0,69.0 
2013,1,5,11,4,-18,56.16,1027,-11,SW,7,0,0,48.5 
2013,1,5,12,4,-17,52.17,1027,-9,SW,10,0,0,45.5 
2013,1,5,13,4,-17,44.65,1026,-7,SW,11,0,0,37.5 
2013,1,5,14,4,-18,44.33,1026,-8,NW,3,0,0,33.0 
2013,1,5,15,4,-18,44.33,1027,-8,NW,5,0,0,28.5 
2013,1,5,16,4,-18,47.93,1027,-9,SE,2,0,0,35.5 
2013,1,5,17,4,-19,55.87,1028,-12,SW,2,0,0,66.0 
2013,1,5,18,4,-19,60.58,1028,-13,SW,3,0,0,61.0 
2013,1,5,19,4,-19,65.73,1029,-14,SW,4,0,0,44.5 
2013,1,5,20,4,-20,71.16,1029,-16,SE,2,0,0,35.5 
2013,1,5,21,4,-22,70.71,1029,-18,SE,4,0,0,98.5 
2013,1,5,22,4,-23,70.49,1029,-19,SE,6,0,0,184.0 
2013,1,6,3,4,-26,76.26,1029,-23,SE,13,0,0,187.0 
2013,1,6,4,4,-24,76.65,1029,-21,cv,0,0,0,300.0 
2013,1,6,5,4,-26,76.26,1029,-23,SE,1,0,0,253.0 
2013,1,6,6,4,-26,76.26,1029,-23,SE,2,0,0,289.0 
2013,1,6,7,4,-26,76.26,1029,-23,cv,1,0,0,402.0 
2013,1,6,8,4,-25,76.46,1029,-22,SE,2,0,0,433.0 
2013,1,6,9,4,-20,77.39,1029,-17,SE,4,0,0,447.0 
2013,1,6,10,4,-18,71.6,1029,-14,cv,0,0,0,388.5 
2013,1,6,11,4,-18,60.85,1029,-12,NE,1,0,0,294.5 
2013,1,6,12,4,-17,52.17,1028,-9,cv,1,0,0,231.0 
2013,1,6,13,4,-17,52.17,1027,-9,SW,2,0,0,187.0 
2013,1,6,14,4,-18,44.33,1027,-8,SW,4,0,0,64.0 
2013,1,6,15,4,-18,44.33,1026,-8,SW,6,0,0,47.0 
2013,1,6,16,4,-18,47.93,1026,-9,cv,1,0,0,63.0 
2013,1,6,17,4,-19,51.56,1026,-11,SE,1,0,0,58.5 
2013,1,6,18,4,-20,60.3,1026,-14,SE,2,0,0,66.0 
2013,1,6,19,4,-20,65.48,1026,-15,SE,3,0,0,191.0 
2013,1,6,20,4,-20,65.48,1026,-15,SE,5,0,0,279.0 
2013,1,6,21,4,-20,65.48,1026,-15,SE,7,0,0,334.5 
2013,1,6,22,4,-21,65.23,1026,-16,SE,9,0,0,305.0 
2013,1,6,23,4,-21,65.23,1026,-16,SE,11,0,0,390.0 
2013,1,7,0,4,-22,70.71,1026,-18,NE,2,0,0,450.5 
2013,1,7,1,4,-23,70.49,1025,-19,NE,4,0,0,369.5 
2013,1,7,2,4,-24,70.26,1025,-20,NE,8,0,0,255.0 
2013,1,7,3,4,-24,70.26,1025,-20,NE,11,0,0,205.0 
2013,1,7,4,4,-24,70.26,1025,-20,NE,16,0,0,186.0 
2013,1,7,5,4,-24,70.26,1025,-20,NE,20,0,0,180.0 
2013,1,7,6,4,-24,76.65,1025,-21,NE,23,0,0,182.5 
2013,1,7,7,4,-24,76.65,1025,-21,NE,28,0,0,195.5 
2013,1,7,8,4,-24,70.26,1025,-20,NE,31,0,0,229.0 
2013,1,7,9,4,-22,70.71,1025,-18,NE,35,0,0,273.5 
2013,1,7,12,4,-16,66.47,1025,-11,NE,43,0,0,223.0 
2013,1,7,13,4,-14,66.95,1024,-9,NW,2,0,0,195.0 
2013,1,7,14,4,-13,62.18,1025,-7,cv,1,0,0,160.0 
2013,1,7,15,4,-14,61.92,1025,-8,cv,2,0,0,139.0 
2013,1,7,16,4,-14,61.92,1025,-8,NW,2,0,0,172.0 
2013,1,7,17,4,-14,66.95,1026,-9,NE,1,0,0,215.0 
2013,1,7,18,4,-16,61.39,1026,-10,NW,2,0,0,163.0 
2013,1,7,20,4,-18,65.98,1028,-13,NW,3,0,0,93.0 
2013,1,7,21,4,-19,60.58,1028,-13,NE,5,0,0,69.5 
2013,1,7,22,4,-20,65.48,1029,-15,NW,3,0,0,90.0 
2013,1,7,23,4,-20,65.48,1029,-15,NE,3,0,0,70.0 
2013,1,8,0,4,-21,70.94,1029,-17,NE,5,0,0,68.5 
2013,1,8,2,4,-23,76.84,1030,-20,SE,1,0,0,60.5 
2013,1,8,3,4,-23,76.84,1030,-20,NE,1,0,0,95.0 
2013,1,8,4,4,-25,76.46,1030,-22,NE,2,0,0,120.0 
2013,1,8,5,4,-25,76.46,1030,-22,NE,3,0,0,120.5 
2013,1,8,6,4,-27,76.07,1030,-24,SE,1,0,0,140.5 
2013,1,8,7,4,-27,76.07,1031,-24,SE,2,0,0,135.5 
2013,1,8,8,4,-27,76.07,1032,-24,SW,1,0,0,111.0 
2013,1,8,10,4,-21,77.21,1033,-18,SW,4,0,0,119.5 
2013,1,8,12,4,-21,55.28,1032,-14,SW,10,0,0,67.0 
2013,1,8,13,4,-21,55.28,1031,-14,NW,3,0,0,50.0 
2013,1,8,14,4,-22,46.66,1031,-13,SW,2,0,0,34.5 
2013,1,8,15,4,-23,46.33,1031,-14,SW,5,0,0,29.5 
2013,1,8,16,4,-23,50.31,1031,-15,SW,7,0,0,24.5 
2013,1,8,18,4,-24,59.18,1030,-18,SW,11,0,0,138.0 
2013,1,8,19,4,-24,59.18,1030,-18,SE,2,0,0,150.5 
2013,1,8,20,4,-23,64.72,1030,-18,SE,4,0,0,162.5 
2013,1,8,21,4,-26,69.79,1030,-22,SE,6,0,0,113.0 
2013,1,8,22,4,-26,69.79,1030,-22,SE,7,0,0,191.5 
2013,1,8,23,4,-26,76.26,1030,-23,SE,9,0,0,211.0 
2013,1,9,0,4,-27,76.07,1030,-24,SE,11,0,0,193.5 
2013,1,9,1,4,-28,69.32,1031,-24,cv,1,0,0,194.5 
2013,1,9,2,4,-28,75.87,1031,-25,SE,2,0,0,193.5 
2013,1,9,3,4,-28,75.87,1030,-25,SE,3,0,0,192.0 
2013,1,9,4,4,-29,69.08,1030,-25,SE,4,0,0,152.5 
2013,1,9,5,4,-28,69.32,1030,-24,SW,2,0,0,72.0 
2013,1,9,6,4,-29,69.08,1030,-25,SE,2,0,0,144.0 
2013,1,9,7,4,-29,69.08,1030,-25,SE,4,0,0,299.0 
2013,1,9,9,4,-25,70.03,1030,-21,SE,6,0,0,196.0 
2013,1,9,10,4,-23,64.72,1030,-18,SW,2,0,0,288.0 
2013,1,9,11,4,-22,59.74,1029,-16,SW,4,0,0,175.5 
2013,1,9,13,4,-23,42.7,1028,-13,SW,10,0,0,58.5 
2013,1,9,15,4,-23,39.38,1028,-12,SW,14,0,0,41.5 
2013,1,9,16,4,-23,39.38,1028,-12,SW,16,0,0,44.5 
2013,1,9,19,4,-24,50,1028,-16,SE,6,0,0,103.5 
2013,1,9,20,4,-25,54.07,1028,-18,SE,8,0,0,156.0 
2013,1,9,21,4,-26,58.6,1028,-20,SE,10,0,0,209.5 
2013,1,9,22,4,-27,58.31,1029,-21,SE,12,0,0,227.0 
2013,1,9,23,4,-26,69.79,1029,-22,SE,14,0,0,221.5 
2013,1,10,0,4,-27,63.66,1029,-22,SE,15,0,0,213.0 
2013,1,10,1,4,-27,69.56,1029,-23,cv,1,0,0,180.5 
2013,1,10,2,4,-26,69.79,1029,-22,cv,1,0,0,195.5 
2013,1,10,3,4,-27,63.66,1029,-22,NE,3,0,0,246.5 
2013,1,10,4,4,-26,69.79,1028,-22,SE,1,0,0,263.5 
2013,1,10,5,4,-24,64.46,1028,-19,SE,4,0,0,304.0 
2013,1,10,6,4,-27,69.56,1029,-23,NE,6,0,0,313.0 
2013,1,10,8,4,-27,69.56,1030,-23,NE,14,0,0,337.0 
2013,1,10,9,4,-25,70.03,1030,-21,NE,18,0,0,370.5 
2013,1,10,10,4,-22,64.97,1030,-17,NE,21,0,0,316.5 
2013,1,10,11,4,-20,60.3,1029,-14,NE,24,0,0,276.5 
2013,1,10,12,4,-18,60.85,1029,-12,NE,26,0,0,233.0 
2013,1,10,13,4,-16,61.39,1028,-10,NE,29,0,0,174.0 
2013,1,10,15,4,-15,57.02,1028,-8,NE,35,0,0,93.0 
2013,1,10,16,4,-16,56.74,1028,-9,NE,38,0,0,110.0 
2013,1,10,17,4,-17,61.12,1028,-11,NE,41,0,0,134.5 
2013,1,10,18,4,-17,56.45,1028,-10,SE,2,0,0,216.0 
2013,1,10,19,4,-17,61.12,1028,-11,SE,3,0,0,277.5 
2013,1,10,21,4,-18,60.85,1028,-12,SE,2,0,0,290.5 
2013,1,10,22,4,-19,60.58,1027,-13,SE,4,0,0,292.5 
2013,1,10,23,4,-18,60.85,1027,-12,SE,7,0,0,268.0 
2013,1,11,0,4,-15,61.65,1027,-9,SE,9,0,0,244.0 
2013,1,11,1,4,-13,67.19,1026,-8,SE,11,0,0,201.5 
2013,1,11,8,4,-11,67.65,1025,-6,SE,29,0,0,84.5 
2013,1,11,10,4,-9,68.11,1024,-4,SW,4,0,0,82.5 
2013,1,11,11,4,-9,63.2,1023,-3,SE,5,0,0,80.0 
2013,1,11,12,4,-8,63.45,1022,-2,SW,5,0,0,88.0 
2013,1,11,13,4,-7,68.56,1021,-2,SW,10,0,0,102.0 
2013,1,11,14,4,-7,68.56,1020,-2,SW,14,0,0,138.5 
2013,1,11,15,4,-6,74.03,1020,-2,SW,17,0.2,0.2,181.0 
2013,1,11,17,4,-4,92.79,1020,-3,SW,23,1.1,1.9,177.0 
2013,1,11,18,4,-4,100,1021,-4,SW,27,0.5,2.4,273.5 
2013,1,11,19,4,-6,92.67,1022,-5,SW,30,0.5,2.9,366.5 
2013,1,11,20,4,-9,92.48,1022,-8,NW,5,0,0,315.0 
2013,1,11,21,4,-10,92.42,1022,-9,NW,9,0,0,171.5 
2013,1,11,22,4,-12,85.23,1023,-10,NW,13,0,0,167.0 
2013,1,11,23,4,-14,84.99,1024,-12,NW,17,0,0,186.5 
2013,1,12,0,4,-15,84.87,1024,-13,NW,20,0,0,168.5 
2013,1,12,1,4,-16,84.74,1025,-14,NW,23,0,0,164.5 
2013,1,12,2,4,-16,84.74,1025,-14,NW,24,0,0,169.0 
2013,1,12,3,4,-16,84.74,1024,-14,cv,1,0,0,171.5 
2013,1,12,4,4,-16,84.74,1024,-14,SE,2,0,0,181.5 
2013,1,12,5,4,-17,84.62,1024,-15,cv,1,0,0,195.5 
2013,1,12,6,4,-17,84.62,1023,-15,cv,2,0,0,202.0 
2013,1,12,9,4,-18,84.49,1023,-16,SW,1,0,0,214.0 
2013,1,12,10,4,-16,92.02,1023,-15,cv,0,0,0,234.5 
2013,1,12,11,4,-14,84.99,1023,-12,cv,0,0,0,246.5 
2013,1,12,12,4,-13,92.22,1023,-12,SW,4,0,0,223.0 
2013,1,12,13,4,-13,85.11,1023,-11,SW,6,0,0,202.5 
2013,1,12,14,4,-13,85.11,1024,-11,SW,9,0,0,209.0 
2013,1,12,15,4,-13,78.61,1025,-10,SW,11,0,0,156.0 
2013,1,12,16,4,-13,85.11,1025,-11,SW,12,0,0,167.0 
2013,1,12,17,4,-15,84.87,1026,-13,SW,14,0,0,246.0 
2013,1,12,19,4,-19,84.36,1027,-17,cv,1,0,0,319.5 
2013,1,12,20,4,-18,84.49,1027,-16,NE,2,0,0,337.0 
2013,1,12,21,4,-18,84.49,1028,-16,NE,6,0,0,272.0 
2013,1,12,22,4,-20,84.23,1028,-18,NE,10,0,0,251.0 
2013,1,12,23,4,-20,84.23,1027,-18,NE,14,0,0,285.5 
2013,1,13,1,4,-21,84.09,1028,-19,NE,19,0,0,335.5 
2013,1,13,2,4,-22,77.02,1028,-19,NE,23,0,0,385.0 
2013,1,13,3,4,-22,83.96,1028,-20,NE,26,0,0,423.0 
2013,1,13,4,4,-23,76.84,1028,-20,NE,29,0,0,386.0 
2013,1,13,5,4,-23,83.82,1028,-21,NE,33,0,0,376.0 
2013,1,13,6,4,-24,76.65,1027,-21,NE,35,0,0,365.5 
2013,1,13,7,4,-24,76.65,1027,-21,NE,37,0,0,357.5 
2013,1,13,8,4,-24,76.65,1027,-21,NE,41,0,0,363.0 
2013,1,13,9,4,-22,83.96,1026,-20,NE,46,0,0,339.5 
2013,1,13,10,4,-19,84.36,1026,-17,NE,50,0,0,321.5 
2013,1,13,11,4,-17,84.62,1025,-15,NE,53,0,0,317.5 
2013,1,13,12,4,-16,78.1,1024,-13,NE,55,0,0,329.0 
2013,1,13,14,4,-13,72.65,1023,-9,cv,2,0,0,317.0 
2013,1,13,15,4,-13,67.19,1022,-8,cv,3,0,0,327.5 
2013,1,13,16,4,-12,72.85,1022,-8,NE,2,0,0,333.5 
2013,1,13,17,4,-11,78.94,1022,-8,NE,3,0,0,541.5 
2013,1,13,18,4,-11,78.94,1022,-8,NW,1,0,0,451.5 
2013,1,13,19,4,-12,72.85,1022,-8,cv,1,0,0,294.0 
2013,1,13,21,4,-10,79.1,1021,-7,SE,1,0,0,285.0 
2013,1,13,22,4,-10,79.1,1021,-7,cv,1,0,0,246.5 
2013,1,13,23,4,-11,73.05,1021,-7,SW,1,0,0,286.0 
2013,1,14,0,4,-10,79.1,1022,-7,NW,2,0,0,393.0 
2013,1,14,1,4,-10,85.47,1023,-8,NW,6,0,0,469.5 
2013,1,14,2,4,-10,85.47,1023,-8,NW,10,0,0,415.0 
2013,1,14,3,4,-14,84.99,1024,-12,NW,13,0,0,378.0 
2013,1,14,4,4,-14,84.99,1025,-12,NW,17,0,0,387.5 
2013,1,14,5,4,-16,84.74,1026,-14,NW,23,0,0,372.5 
2013,1,14,6,4,-18,77.75,1027,-15,NW,26,0,0,383.0 
2013,1,14,8,4,-19,84.36,1029,-17,NW,3,0,0,410.0 
2013,1,14,9,4,-18,84.49,1030,-16,NW,6,0,0,364.5 
2013,1,14,10,4,-17,77.92,1030,-14,NW,7,0,0,343.0 
2013,1,14,11,4,-18,71.6,1030,-14,NW,10,0,0,331.0 
2013,1,14,12,4,-18,65.98,1030,-13,NW,14,0,0,312.5 
2013,1,14,13,4,-18,65.98,1030,-13,NW,18,0,0,241.5 
2013,1,14,14,4,-19,60.58,1031,-13,NW,23,0,0,224.5 
2013,1,14,15,4,-19,65.73,1031,-14,NE,6,0,0,197.0 
2013,1,14,16,4,-21,60.02,1031,-15,NW,5,0,0,124.5 
2013,1,14,17,4,-21,65.23,1031,-16,NW,9,0,0,161.5 
2013,1,14,18,4,-21,70.94,1031,-17,NW,12,0,0,195.0 
2013,1,14,19,4,-22,64.97,1031,-17,NE,3,0,0,218.0 
2013,1,14,20,4,-24,64.46,1032,-19,NE,7,0,0,244.5 
2013,1,14,21,4,-24,64.46,1032,-19,NE,10,0,0,264.5 
2013,1,14,22,4,-24,70.26,1032,-20,NE,13,0,0,288.5 
2013,1,15,2,4,-25,70.03,1031,-21,NE,26,0,0,355.0 
2013,1,15,3,4,-24,76.65,1030,-21,NE,29,0,0,419.0 
2013,1,15,4,4,-24,70.26,1029,-20,NE,33,0,0,428.5 
2013,1,15,5,4,-23,76.84,1028,-20,NE,36,0,0,352.0 
2013,1,15,6,4,-22,77.02,1027,-19,NE,41,0,0,308.0 
2013,1,15,7,4,-21,77.21,1027,-18,NE,43,0,0,297.0 
2013,1,15,9,4,-20,77.39,1027,-17,NE,48,0,0,402.5 
2013,1,15,10,4,-20,65.48,1027,-15,NE,51,0,0,389.5 
2013,1,15,11,4,-19,71.38,1026,-15,SE,2,0,0,360.5 
2013,1,15,12,4,-18,65.98,1024,-13,SE,3,0,0,385.5 
2013,1,15,13,4,-18,65.98,1024,-13,NW,3,0,0,411.5 
2013,1,15,14,4,-17,61.12,1024,-11,NW,6,0,0,390.0 
2013,1,15,17,4,-18,65.98,1025,-13,NE,5,0,0,351.5 
2013,1,15,18,4,-18,65.98,1025,-13,NE,8,0,0,361.0 
2013,1,15,19,4,-20,71.16,1026,-16,NW,2,0,0,446.5 
2013,1,15,21,4,-17,71.81,1027,-13,NW,3,0,0,444.5 
2013,1,15,22,4,-18,71.6,1027,-14,NW,5,0,0,448.5 
2013,1,15,23,4,-18,77.75,1028,-15,NW,8,0,0,369.0 
2013,1,16,0,4,-19,71.38,1028,-15,NW,9,0,0,286.5 
2013,1,16,1,4,-21,70.94,1029,-17,NW,10,0,0,278.0 
2013,1,16,2,4,-21,77.21,1030,-18,NW,11,0,0,260.0 
2013,1,16,3,4,-21,77.21,1030,-18,NW,12,0,0,231.0 
2013,1,16,4,4,-22,83.96,1030,-20,cv,0,0,0,192.0 
2013,1,16,5,4,-22,83.96,1030,-20,cv,1,0,0,151.5 
2013,1,16,6,4,-22,83.96,1031,-20,cv,2,0,0,151.5 
2013,1,16,7,4,-23,83.82,1031,-21,cv,3,0,0,157.5 
2013,1,16,8,4,-21,84.09,1032,-19,NE,3,0,0,148.5 
2013,1,16,9,4,-21,77.21,1032,-18,NE,5,0,0,154.0 
2013,1,16,10,4,-20,77.39,1033,-17,NW,1,0,0,156.5 
2013,1,16,11,4,-20,77.39,1032,-17,SW,2,0,0,143.0 
2013,1,16,12,4,-20,65.48,1032,-15,SW,4,0,0,113.0 
2013,1,16,13,4,-19,65.73,1032,-14,cv,1,0,0,81.0 
2013,1,16,14,4,-19,60.58,1032,-13,NW,3,0,0,71.0 
2013,1,16,15,4,-19,60.58,1033,-13,NW,7,0,0,61.0 
2013,1,16,16,4,-20,60.3,1033,-14,NE,3,0,0,73.0 
2013,1,16,17,4,-21,60.02,1034,-15,NE,6,0,0,74.0 
2013,1,16,18,4,-21,60.02,1034,-15,NE,9,0,0,87.0 
2013,1,16,19,4,-22,64.97,1035,-17,NE,11,0,0,98.0 
2013,1,16,20,4,-22,64.97,1035,-17,NE,13,0,0,113.0 
2013,1,16,21,4,-23,70.49,1035,-19,SE,2,0,0,87.0 
2013,1,16,22,4,-25,70.03,1035,-21,SE,4,0,0,89.0 
2013,1,16,23,4,-25,76.46,1035,-22,SE,5,0,0,122.0 
2013,1,17,0,4,-27,69.56,1036,-23,cv,0,0,0,128.0 
2013,1,17,1,4,-27,76.07,1036,-24,SE,1,0,0,160.0 
2013,1,17,2,4,-27,76.07,1036,-24,SE,2,0,0,293.0 
2013,1,17,3,4,-27,69.56,1037,-23,SE,4,0,0,280.0 
2013,1,17,4,4,-29,69.08,1037,-25,cv,1,0,0,277.0 
2013,1,17,5,4,-28,75.87,1037,-25,SE,2,0,0,282.0 
2013,1,17,6,4,-29,69.08,1037,-25,cv,0,0,0,518.9 
2013,1,17,7,4,-28,69.32,1037,-24,NE,1,0,0,801.9 
2013,1,17,8,4,-28,75.87,1038,-25,SE,1,0,0,980.9 
2013,1,17,9,4,-25,76.46,1038,-22,cv,1,0,0,869.0 
2013,1,17,10,4,-23,70.49,1038,-19,NE,1,0,0,779.0 
2013,1,17,11,4,-20,71.16,1038,-16,NE,2,0,0,657.0 
2013,1,17,12,4,-19,65.73,1037,-14,cv,1,0,0,451.0 
2013,1,17,13,4,-18,65.98,1036,-13,SW,1,0,0,375.0 
2013,1,17,14,4,-18,60.85,1036,-12,SW,3,0,0,241.0 
2013,1,17,15,4,-19,55.87,1036,-12,SW,5,0,0,186.5 
2013,1,17,16,4,-19,60.58,1036,-13,SW,7,0,0,209.0 
2013,1,17,17,4,-21,60.02,1036,-15,SW,8,0,0,172.0 
2013,1,17,18,4,-21,70.94,1036,-17,SE,1,0,0,136.0 
2013,1,17,19,4,-20,71.16,1036,-16,SE,3,0,0,138.5 
2013,1,17,20,4,-21,70.94,1035,-17,SE,7,0,0,213.0 
2013,1,17,21,4,-22,70.71,1034,-18,SE,10,0,0,217.0 
2013,1,17,22,4,-24,70.26,1034,-20,cv,1,0,0,231.0 
2013,1,17,23,4,-24,76.65,1034,-21,SE,1,0,0,215.0 
2013,1,18,0,4,-25,76.46,1033,-22,SE,3,0,0,226.5 
2013,1,18,1,4,-22,77.02,1032,-19,SE,5,0,0,217.0 
2013,1,18,2,4,-22,77.02,1032,-19,SE,7,0,0,233.0 
2013,1,18,3,4,-21,77.21,1031,-18,SE,10,0,0,287.5 
2013,1,18,4,4,-21,70.94,1029,-17,SE,14,0,0,324.0 
2013,1,18,5,4,-21,70.94,1028,-17,SE,18,0,0,401.0 
